bo632103.02
13	6	0.2675	0.14	0
13	7	0.2675	0.14	7.5
13	8	0.2675	0.14	2.5
13	9	0.2675	0.14	2.5
end of bo592702.02
bo641701.04
0	0	0.32	0.58	27.5
0	1	0.32	0.58	17.5
0	2	0.32	0.58	35
0	3	0.32	0.58	25
0	4	0.32	0.58	20
0	5	0.32	0.58	37.5
1	0	0.395	0.5225	22.5
1	1	0.395	0.5225	30
1	2	0.395	0.5225	25
1	3	0.395	0.5225	17.5
1	4	0.395	0.5225	22.5
1	5	0.395	0.5225	-2.5
2	0	0.47	0.465	17.5
2	1	0.47	0.465	25
2	2	0.47	0.465	15
2	3	0.47	0.465	5
2	4	0.47	0.465	20
2	5	0.47	0.465	7.5
3	0	0.545	0.4075	25
3	1	0.545	0.4075	27.5
3	2	0.545	0.4075	25
3	3	0.545	0.4075	37.5
3	4	0.545	0.4075	10
3	5	0.545	0.4075	20
4	0	0.62	0.35	25
4	1	0.62	0.35	35
4	2	0.62	0.35	27.5
4	3	0.62	0.35	30
4	4	0.62	0.35	15
4	5	0.62	0.35	25
5	0	0.2775	0.4525	15
5	1	0.2775	0.4525	32.5
5	2	0.2775	0.4525	22.5
5	3	0.2775	0.4525	20
5	4	0.2775	0.4525	32.5
5	5	0.2775	0.4525	30
6	0	0.3525	0.395	5
6	1	0.3525	0.395	2.5
6	2	0.3525	0.395	7.5
6	3	0.3525	0.395	-5
6	4	0.3525	0.395	15
6	5	0.3525	0.395	5
7	0	0.4275	0.3375	32.5
7	1	0.4275	0.3375	22.5
7	2	0.4275	0.3375	20
7	3	0.4275	0.3375	17.5
7	4	0.4275	0.3375	-2.5
8	0	0.5025	0.28	30
8	1	0.5025	0.28	30
8	2	0.5025	0.28	40
8	3	0.5025	0.28	37.5
8	4	0.5025	0.28	15
8	5	0.5025	0.28	40
9	0	0.235	0.325	30
9	1	0.235	0.325	30
9	2	0.235	0.325	27.5
9	3	0.235	0.325	22.5
9	4	0.235	0.325	27.5
9	5	0.235	0.325	32.5
10	0	0.31	0.2675	12.5
10	1	0.31	0.2675	17.5
10	2	0.31	0.2675	25
10	3	0.31	0.2675	17.5
10	4	0.31	0.2675	17.5
10	5	0.31	0.2675	22.5
11	0	0.385	0.21	20
11	1	0.385	0.21	35
11	2	0.385	0.21	40
11	3	0.385	0.21	15
11	4	0.385	0.21	22.5
11	5	0.385	0.21	40
12	0	0.1925	0.1975	27.5
12	1	0.1925	0.1975	22.5
12	2	0.1925	0.1975	27.5
12	3	0.1925	0.1975	17.5
12	4	0.1925	0.1975	17.5
12	5	0.1925	0.1975	22.5
13	0	0.2675	0.14	20
13	1	0.2675	0.14	37.5
13	2	0.2675	0.14	35
13	3	0.2675	0.14	30
13	4	0.2675	0.14	12.5
13	5	0.2675	0.14	30
end of bo641701.04
bo5a2301.02
0	0	0.32	0.58	22.5
0	1	0.32	0.58	-45
0	2	0.32	0.58	-57.5
0	3	0.32	0.58	-5
0	4	0.32	0.58	0
0	5	0.32	0.58	-20
0	6	0.32	0.58	2.5
1	0	0.395	0.5225	25
1	1	0.395	0.5225	-27.5
1	2	0.395	0.5225	15
1	3	0.395	0.5225	42.5
1	4	0.395	0.5225	-17.5
1	5	0.395	0.5225	2.5
1	6	0.395	0.5225	-5
2	0	0.47	0.465	10
2	1	0.47	0.465	-30
2	2	0.47	0.465	17.5
2	3	0.47	0.465	2.5
2	4	0.47	0.465	27.5
2	5	0.47	0.465	17.5
2	6	0.47	0.465	-7.5
2	7	0.47	0.465	-5
3	0	0.545	0.4075	40
3	1	0.545	0.4075	0
3	2	0.545	0.4075	5
3	3	0.545	0.4075	-12.5
3	4	0.545	0.4075	7.5
3	5	0.545	0.4075	32.5
3	6	0.545	0.4075	15
4	0	0.62	0.35	-20
4	1	0.62	0.35	-5
4	2	0.62	0.35	-22.5
4	3	0.62	0.35	-92.5
4	4	0.62	0.35	-5
4	5	0.62	0.35	-10
4	6	0.62	0.35	-27.5
5	0	0.2775	0.4525	-35
5	1	0.2775	0.4525	2.5
5	2	0.2775	0.4525	-10
5	3	0.2775	0.4525	-17.5
5	4	0.2775	0.4525	15
5	5	0.2775	0.4525	-47.5
5	6	0.2775	0.4525	30
6	0	0.3525	0.395	80
6	1	0.3525	0.395	12.5
6	2	0.3525	0.395	40
6	3	0.3525	0.395	67.5
6	4	0.3525	0.395	25
6	5	0.3525	0.395	47.5
6	6	0.3525	0.395	70
7	0	0.4275	0.3375	22.5
7	1	0.4275	0.3375	12.5
7	2	0.4275	0.3375	35
7	3	0.4275	0.3375	67.5
7	4	0.4275	0.3375	-12.5
7	5	0.4275	0.3375	30
7	6	0.4275	0.3375	2.5
8	0	0.5025	0.28	-10
8	1	0.5025	0.28	30
8	2	0.5025	0.28	7.5
8	3	0.5025	0.28	-12.5
8	4	0.5025	0.28	2.5
8	5	0.5025	0.28	-15
8	6	0.5025	0.28	-27.5
9	0	0.235	0.325	-7.5
9	1	0.235	0.325	20
9	2	0.235	0.325	5
9	3	0.235	0.325	22.5
9	4	0.235	0.325	12.5
9	5	0.235	0.325	12.5
9	6	0.235	0.325	32.5
10	0	0.31	0.2675	37.5
10	1	0.31	0.2675	-32.5
10	2	0.31	0.2675	17.5
10	3	0.31	0.2675	25
10	4	0.31	0.2675	10
10	5	0.31	0.2675	15
10	6	0.31	0.2675	2.5
11	0	0.385	0.21	5
11	1	0.385	0.21	-57.5
11	2	0.385	0.21	-17.5
11	3	0.385	0.21	5
11	4	0.385	0.21	-17.5
11	5	0.385	0.21	32.5
11	6	0.385	0.21	7.5
12	0	0.1925	0.1975	-52.5
12	1	0.1925	0.1975	-5
12	2	0.1925	0.1975	35
12	3	0.1925	0.1975	25
12	4	0.1925	0.1975	-17.5
12	5	0.1925	0.1975	10
12	6	0.1925	0.1975	10
13	0	0.2675	0.14	-37.5
13	1	0.2675	0.14	12.5
13	2	0.2675	0.14	-2.5
13	3	0.2675	0.14	10
13	4	0.2675	0.14	2.5
13	5	0.2675	0.14	0
13	6	0.2675	0.14	17.5
end of bo5a2301.02
