bo631501.02
0	0	0.32	0.58	12.5
0	1	0.32	0.58	12.5
0	2	0.32	0.58	15
0	3	0.32	0.58	17.5
0	4	0.32	0.58	20
0	5	0.32	0.58	20
0	6	0.32	0.58	12.5
1	0	0.395	0.5225	0
1	1	0.395	0.5225	0
1	2	0.395	0.5225	0
1	3	0.395	0.5225	0
1	4	0.395	0.5225	0
1	5	0.395	0.5225	0
1	6	0.395	0.5225	0
2	0	0.47	0.465	0
2	1	0.47	0.465	0
2	2	0.47	0.465	0
2	3	0.47	0.465	0
2	4	0.47	0.465	0
2	5	0.47	0.465	0
2	6	0.47	0.465	0
3	0	0.545	0.4075	0
3	1	0.545	0.4075	0
3	2	0.545	0.4075	0
3	3	0.545	0.4075	0
3	4	0.545	0.4075	0
3	5	0.545	0.4075	0
3	6	0.545	0.4075	0
4	0	0.62	0.35	0
4	1	0.62	0.35	0
4	2	0.62	0.35	0
4	3	0.62	0.35	0
4	4	0.62	0.35	0
4	5	0.62	0.35	0
4	6	0.62	0.35	0
5	0	0.2775	0.4525	30
5	1	0.2775	0.4525	25
5	2	0.2775	0.4525	17.5
5	3	0.2775	0.4525	32.5
5	4	0.2775	0.4525	25
5	5	0.2775	0.4525	22.5
5	6	0.2775	0.4525	25
6	0	0.3525	0.395	0
6	1	0.3525	0.395	0
6	2	0.3525	0.395	0
6	3	0.3525	0.395	0
6	4	0.3525	0.395	0
6	5	0.3525	0.395	0
6	6	0.3525	0.395	0
7	0	0.4275	0.3375	0
7	1	0.4275	0.3375	0
7	2	0.4275	0.3375	0
7	3	0.4275	0.3375	0
7	4	0.4275	0.3375	0
7	5	0.4275	0.3375	0
7	6	0.4275	0.3375	0
8	0	0.5025	0.28	0
8	1	0.5025	0.28	0
8	2	0.5025	0.28	0
8	3	0.5025	0.28	0
8	4	0.5025	0.28	0
8	5	0.5025	0.28	0
8	6	0.5025	0.28	0
9	0	0.235	0.325	35
9	1	0.235	0.325	30
9	2	0.235	0.325	25
9	3	0.235	0.325	32.5
9	4	0.235	0.325	15
9	5	0.235	0.325	30
9	6	0.235	0.325	25
10	0	0.31	0.2675	0
10	1	0.31	0.2675	0
10	2	0.31	0.2675	0
10	3	0.31	0.2675	0
10	4	0.31	0.2675	0
10	5	0.31	0.2675	0
10	6	0.31	0.2675	0
11	0	0.385	0.21	0
11	1	0.385	0.21	0
11	2	0.385	0.21	0
11	3	0.385	0.21	0
11	4	0.385	0.21	0
11	5	0.385	0.21	0
11	6	0.385	0.21	0
12	0	0.1925	0.1975	40
12	1	0.1925	0.1975	30
12	2	0.1925	0.1975	22.5
12	3	0.1925	0.1975	32.5
12	4	0.1925	0.1975	25
12	5	0.1925	0.1975	22.5
12	6	0.1925	0.1975	22.5
13	0	0.2675	0.14	0
13	1	0.2675	0.14	0
13	2	0.2675	0.14	0
13	3	0.2675	0.14	0
13	4	0.2675	0.14	0
13	5	0.2675	0.14	0
13	6	0.2675	0.14	0
end of bo631501.02
bo641001.03
0	0	0.32	0.58	7.5
0	1	0.32	0.58	7.5
0	2	0.32	0.58	0
0	3	0.32	0.58	12.5
0	4	0.32	0.58	2.5
0	5	0.32	0.58	10
0	6	0.32	0.58	5
1	0	0.395	0.5225	-5
1	1	0.395	0.5225	0
1	2	0.395	0.5225	0
1	3	0.395	0.5225	0
1	4	0.395	0.5225	0
1	5	0.395	0.5225	2.5
1	6	0.395	0.5225	0
2	0	0.47	0.465	0
2	1	0.47	0.465	0
2	2	0.47	0.465	0
2	3	0.47	0.465	0
2	4	0.47	0.465	0
2	5	0.47	0.465	0
2	6	0.47	0.465	0
3	0	0.545	0.4075	0
3	1	0.545	0.4075	0
3	2	0.545	0.4075	0
3	3	0.545	0.4075	0
3	4	0.545	0.4075	0
3	5	0.545	0.4075	0
3	6	0.545	0.4075	0
4	0	0.62	0.35	0
4	1	0.62	0.35	-5
4	2	0.62	0.35	0
4	3	0.62	0.35	0
4	4	0.62	0.35	0
4	5	0.62	0.35	-5
4	6	0.62	0.35	0
5	0	0.2775	0.4525	7.5
5	1	0.2775	0.4525	10
5	2	0.2775	0.4525	15
5	3	0.2775	0.4525	12.5
5	4	0.2775	0.4525	12.5
5	5	0.2775	0.4525	15
5	6	0.2775	0.4525	7.5
6	0	0.3525	0.395	0
6	1	0.3525	0.395	0
6	2	0.3525	0.395	0
6	3	0.3525	0.395	0
6	4	0.3525	0.395	0
6	5	0.3525	0.395	0
6	6	0.3525	0.395	0
7	0	0.4275	0.3375	0
7	1	0.4275	0.3375	0
7	2	0.4275	0.3375	0
7	3	0.4275	0.3375	0
7	4	0.4275	0.3375	0
7	5	0.4275	0.3375	0
7	6	0.4275	0.3375	0
8	0	0.5025	0.28	0
8	1	0.5025	0.28	0
8	2	0.5025	0.28	0
8	3	0.5025	0.28	0
8	4	0.5025	0.28	0
8	5	0.5025	0.28	0
8	6	0.5025	0.28	0
9	0	0.235	0.325	32.5
9	1	0.235	0.325	27.5
9	2	0.235	0.325	42.5
9	3	0.235	0.325	27.5
9	4	0.235	0.325	30
9	5	0.235	0.325	32.5
9	6	0.235	0.325	37.5
10	0	0.31	0.2675	0
10	1	0.31	0.2675	5
10	2	0.31	0.2675	2.5
10	3	0.31	0.2675	7.5
10	4	0.31	0.2675	0
10	5	0.31	0.2675	0
10	6	0.31	0.2675	0
11	0	0.385	0.21	0
11	1	0.385	0.21	0
11	2	0.385	0.21	0
11	3	0.385	0.21	0
11	4	0.385	0.21	0
11	5	0.385	0.21	0
11	6	0.385	0.21	0
12	0	0.1925	0.1975	45
12	1	0.1925	0.1975	45
12	2	0.1925	0.1975	40
12	3	0.1925	0.1975	47.5
12	4	0.1925	0.1975	22.5
12	5	0.1925	0.1975	20
12	6	0.1925	0.1975	40
13	0	0.2675	0.14	0
13	1	0.2675	0.14	10
13	2	0.2675	0.14	2.5
13	3	0.2675	0.14	2.5
13	4	0.2675	0.14	2.5
13	5	0.2675	0.14	2.5
13	6	0.2675	0.14	5
14	0	0.15	0.07	55
14	1	0.15	0.07	60
14	2	0.15	0.07	55
14	3	0.15	0.07	42.5
14	4	0.15	0.07	60
14	5	0.15	0.07	47.5
14	6	0.15	0.07	27.5
end of bo641001.03
bo631401.06
0	0	0.32	0.58	37.5
0	1	0.32	0.58	60
0	2	0.32	0.58	47.5
0	3	0.32	0.58	60
0	4	0.32	0.58	47.5
0	5	0.32	0.58	45
0	6	0.32	0.58	35
0	7	0.32	0.58	52.5
1	0	0.395	0.5225	22.5
1	1	0.395	0.5225	45
1	2	0.395	0.5225	25
1	3	0.395	0.5225	45
1	4	0.395	0.5225	47.5
1	5	0.395	0.5225	45
1	6	0.395	0.5225	30
1	7	0.395	0.5225	35
2	0	0.47	0.465	10
2	1	0.47	0.465	-2.5
2	2	0.47	0.465	5
2	3	0.47	0.465	12.5
2	4	0.47	0.465	22.5
2	5	0.47	0.465	17.5
2	6	0.47	0.465	10
2	7	0.47	0.465	12.5
3	0	0.545	0.4075	0
3	1	0.545	0.4075	-10
3	2	0.545	0.4075	7.5
3	3	0.545	0.4075	5
3	4	0.545	0.4075	0
3	5	0.545	0.4075	10
3	6	0.545	0.4075	10
3	7	0.545	0.4075	7.5
4	0	0.62	0.35	0
4	1	0.62	0.35	0
4	2	0.62	0.35	0
4	3	0.62	0.35	2.5
4	4	0.62	0.35	0
4	5	0.62	0.35	0
4	6	0.62	0.35	2.5
4	7	0.62	0.35	0
5	0	0.2775	0.4525	45
5	1	0.2775	0.4525	52.5
5	2	0.2775	0.4525	45
5	3	0.2775	0.4525	35
5	4	0.2775	0.4525	70
5	5	0.2775	0.4525	82.5
5	6	0.2775	0.4525	72.5
5	7	0.2775	0.4525	62.5
6	0	0.3525	0.395	12.5
6	1	0.3525	0.395	30
6	2	0.3525	0.395	25
6	3	0.3525	0.395	35
6	4	0.3525	0.395	30
6	5	0.3525	0.395	37.5
6	6	0.3525	0.395	50
6	7	0.3525	0.395	47.5
7	0	0.4275	0.3375	10
7	1	0.4275	0.3375	10
7	2	0.4275	0.3375	5
7	3	0.4275	0.3375	5
7	4	0.4275	0.3375	15
7	5	0.4275	0.3375	25
7	6	0.4275	0.3375	17.5
7	7	0.4275	0.3375	5
8	0	0.5025	0.28	0
8	1	0.5025	0.28	0
8	2	0.5025	0.28	0
8	3	0.5025	0.28	0
8	4	0.5025	0.28	0
8	5	0.5025	0.28	0
8	6	0.5025	0.28	0
8	7	0.5025	0.28	2.5
9	0	0.235	0.325	65
9	1	0.235	0.325	77.5
9	2	0.235	0.325	70
9	3	0.235	0.325	100
9	4	0.235	0.325	57.5
9	5	0.235	0.325	90
9	6	0.235	0.325	80
9	7	0.235	0.325	65
10	0	0.31	0.2675	22.5
10	1	0.31	0.2675	20
10	2	0.31	0.2675	27.5
10	3	0.31	0.2675	22.5
