,title,author,rating,votes_count,students_count,level,duration,platform,free
1559,Advanced Machine Learning: Machine Learning Infrastructure,Google Cloud,,,,Advanced,,Coursera,False
1560,Microsoft Pacote Office Essencial,Ben-hur Demetrius,4.8,9.0,21,Beginner,23.0,Udemy,False
1561,[통계직을 위한 통계학] 확률론과 데이터분석,ITGO 아이티고,0.0,0.0,0,Beginner,30.0,Udemy,False
1562,"Ciencia de los Datos - Aprenda con Python, Plotly y Leaflet",AulaGEO Academy,0.0,0.0,7,Mixed,10.0,Udemy,False
1563,Power BI Completo: De cero a desarrollador Power BI,Sebastian Tunnell,4.5,500.0,1550,Mixed,5.5,Udemy,False
1564,自然言語処理とチャットボット: AIによる文章生成と会話エンジン開発,我妻 幸長 Yukinaga Azuma,4.1,939.0,6228,Beginner,6.0,Udemy,False
1565,Advanced Exploratory Analysis Bootcamp By Spotle,Spotle Learn,0.0,0.0,0,Intermediate,2.5,Udemy,False
1566,Python Course for Data Science : Numpy + Pandas + Matplotlib,Anmol Tomar,5.0,3.0,81,Beginner,6.5,Udemy,False
1567,Supervised Learning for AI with Python and Tensorflow,Jeremy Richard Lai Hong,4.9,12.0,305,Beginner,21.0,Udemy,False
1568,AI Academy #: Learn Artificial Neural Networks from A-Z,Sobhan N.,3.8,19.0,2108,Mixed,4.5,Udemy,False
1569,"Data Science with ML, AI, GUI & VUI with Libraries of Python",Piyush Dave,4.3,31.0,455,Mixed,16.5,Udemy,False
1570,Data Analysis with Python for Working Professionals,Gaurav Singh,4.4,49.0,300,Beginner,9.0,Udemy,False
1571,R Data Pre-Processing & Data Management - Shape your Data!,R-Tutorials Training,4.1,586.0,4215,Mixed,6.5,Udemy,False
1572,R Programming: Advanced Analytics In R For Data Science,Kirill Eremenko,4.7,7414.0,52623,Intermediate,6.0,Udemy,False
1573,Python A-Z™: Python For Data Science With Real Exercises!,Kirill Eremenko,4.6,22222.0,134781,Mixed,11.0,Udemy,False
1574,ArcGIS Insights Basics - Data Analysis and Visualization,Micah ,4.0,4,156,Beginner,0.5386111111111112,Skillshare,True
1575,Python - Object Oriented Programming,Arkadiusz Włodarczyk,4.0,11,39,Intermediate,3.8152777777777778,Skillshare,True
1576,مسار تعلم تحليل البيانات ببايثون,Mahmoud Ahmed,0.0,0,13,Mixed,18.00861111111111,Skillshare,True
1577,Mathematics for Data Science: Essential Mathematics for Machine Learning and AI,"CloudSwyft Global Systems, Inc.",,,,Mixed,20.0,FutureLearn,True
1578,Introduction to Deep Learning,HSE University,4.5,1819.0,170000,Advanced,,Coursera,False
1579,Social Network Analysis,"University of California, Davis",4.7,161.0,8700,Beginner,,Coursera,False
1580,TensorFlow Serving with Docker for Model Deployment,Coursera Project Network,4.9,41.0,4200,Intermediate,,Coursera,False
1581,Working with BigQuery,Coursera Project Network,4.3,10.0,,Beginner,,Coursera,False
1582,Building Advanced Codeless Pipelines on Cloud Data Fusion,Google Cloud,3.9,7.0,,Advanced,6.0,Coursera,False
1583,Interpretable Machine Learning Applications: Part,Coursera Project Network,,,,Beginner,,Coursera,False
1584,Técnicas Cuantitativas y Cualitativas para la Investigación,UPValenciaX,,,33053,Intermediate,24.0,edX,True
1585,¿Cómo hacer uso responsable de la inteligencia artificial en el sector público?,IDBx,,,,Intermediate,40.0,edX,True
1586,Visualização da Dados Python e R: Data Science na Prática,MSc Grimaldo Lopes de Oliveira,4.3,15.0,265,Beginner,6.0,Udemy,False
1587,Data Science: do Dado à Tomada de Decisão,Hekima Big Data Analytics,3.8,407.0,1007,Beginner,3.0,Udemy,False
1588,Curso completo de R para Data Science con Tidyverse,Juan Gabriel Gomila Salas,4.7,899.0,6409,Mixed,36.0,Udemy,False
1589,Python Programming Masterclass: Build Real World Project,Pianalytix .,4.7,11.0,4223,Mixed,42.5,Udemy,False
1590,Data Science : Complete Alteryx Bootcamp (Hands-on Alteryx),Ankit Mistry,3.8,24.0,208,Beginner,6.0,Udemy,False
1591,Guide to Careers in Data Science - Interview Hacks (),Nizamuddin Siddiqui,4.6,108.0,24438,Beginner,2.0,Udemy,False
1592,Machine Learning : Complete Maths for Machine Learning,Jitesh Khurkhuriya,4.1,128.0,702,Beginner,2.5,Udemy,False
1593,Data Science - Working with Data,Channel 9,,,7507,Mixed,2.2,Alison,False
1594,أساسيات علم البيانات | Data Science Foundations,Mustafa Othman,0.0,0,12,Beginner,1.5305555555555554,Skillshare,True
1595,Python : Programming in Python for Beginners,Arkadiusz Włodarczyk,3.5,272,7268,Beginner,11.286388888888888,Skillshare,True
1596,Python Programming: Your Beginner Guide to Basic Python Code,Matthew Dewey,3.5,6,60,Mixed,1.9030555555555555,Skillshare,True
1597,The Coding Interviews (Introduction & Prerequisites),Mohamed hicham Kallouch,0.0,0,1,Intermediate,0.7930555555555555,Skillshare,True
1598,Data Representation in Computing: Bring Data to Life,Raspberry Pi Foundation & National Centre for Computing Education,4.7,18,4852,Mixed,6.0,FutureLearn,True
1599,Natural Language Processing,DeepLearning.AI,4.6,3897.0,100000,Intermediate,128.0,Coursera,False
1600,Computational Social Science,"University of California, Davis",4.6,675.0,32000,Beginner,72.0,Coursera,False
1601,Preparing for the SAS Programming Certification Exam,SAS,4.8,31.0,1700,Intermediate,,Coursera,False
1602,Introducción a R,AnahuacX,,,11838,Beginner,16.0,edX,True
1603,+ Ćwiczeń w języku Python - Data Science - NumPy,Paweł Krakowiak,4.8,10.0,132,Beginner,1.0,Udemy,False
1604,Machine Learning con Python. Aprendizaje Automático Avanzado,Álvaro García,4.5,55.0,503,Mixed,32.0,Udemy,False
1605,Inteligência Artificial: Buscas em Textos com Python,Jones Granatyr,4.1,322.0,4430,Beginner,9.0,Udemy,False
1606,Building Big Data Pipelines with SparkR & PowerBI & MongoDB,EBISYS R&D,3.7,2.0,13,Mixed,3.5,Udemy,False
1607,Fraud Analytics in Banking and Credit using Machine Learning,Exam Turf,4.3,11.0,6708,Mixed,2.5,Udemy,False
1608,Beginning Machine Learning with AWS,Packt Publishing,3.2,22.0,117,Beginner,2.5,Udemy,False
1609,"Data science, machine learning, and analytics without coding",Eric Hulbert,4.2,29.0,217,Beginner,3.0,Udemy,False
1610,Python: Artificial Intelligence with Python: -in-,Packt Publishing,3.5,49.0,475,Intermediate,5.0,Udemy,False
1611,R Programming from Scratch for Data Science - Step by step,Happy Learning,4.5,55.0,7332,Mixed,5.5,Udemy,False
1612,Data science and Data preparation with KNIME,Dan We,4.8,92.0,708,Beginner,4.5,Udemy,False
1613,Apache Spark . + Python : DO Big Data Analytics & ML,"V2 Maestros, LLC",4.4,357.0,2359,Beginner,7.5,Udemy,False
1614,Machine Learning and Jupyter Notebooks and AWS,Qasim Shah,3.0,3,48,Beginner,1.7052777777777777,Skillshare,True
1615,Natural Language Processing : Zero to Hero w/ TensorFlow,Aditya Shankarnarayan,3.0,1,36,Mixed,0.6802777777777778,Skillshare,True
1616,Microsoft Future Ready: Data Query with Transact-SQL (T-SQL),"CloudSwyft Global Systems, Inc.",,,,Mixed,20.0,FutureLearn,True
1617,Recommender Systems,University of Minnesota,4.4,748.0,40000,Intermediate,60.0,Coursera,False
1618,Curso Completo de Power BI Desktop,Coursera Project Network,4.4,337.0,6500,Beginner,,Coursera,False
1619,"Merge, Sort and Filter Data in Python Pandas",Coursera Project Network,4.4,86.0,3200,Intermediate,,Coursera,False
1620,"Machine Learning: Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R",Coursera Project Network,4.4,70.0,4700,Intermediate,,Coursera,False
1621,Impact Evaluation Methods with Applications in Low- and Middle-Income Countries,GeorgetownX,,,,Beginner,96.0,edX,True
1622,Minería de Datos: Análisis de la Canasta de Compra,AnahuacX,,,,Beginner,20.0,edX,True
1623,Fundamentals of Statistics,MITx,,,117644,Advanced,72.0,edX,True
1624,Statistics Fundamentals (/) Correlation & Regression,Takuma Kimura,0.0,0.0,0,Beginner,2.5,Udemy,False
1625,Inteligencia Artificial aplicada a Negocios y Empresas,Juan Gabriel Gomila Salas,4.7,245.0,2521,Mixed,20.5,Udemy,False
1626,Data Visualisation and Neural Networks Tutorial,Eduonix Learning Solutions,0.0,0.0,81,Beginner,4.0,Udemy,False
1627,Python for Engineers,mohammad athar,4.1,28.0,95,Beginner,2.0,Udemy,False
1628,Machine learning with python [Data Science],Aakash Singh,4.8,35.0,84,Mixed,5.0,Udemy,False
1629,Modern Data Analysis Masterclass in Pandas and Python,"Dr. Ryan Ahmed, Ph.D., MBA",4.4,68.0,796,Mixed,21.0,Udemy,False
1630,R Programming Hands-on Specialization for Data Science (),Irfan Elahi,3.8,527.0,21436,Beginner,11.0,Udemy,False
1631,Data Analytics & IoT Innovations at Bosch,,,,,Intermediate,0.4,Pluralsight,False
1632,Data Science: Hands-On Image Classification for Autonomous Vehicle using Deep Learning,Avi Jha,0.0,0,29,Intermediate,0.7883333333333333,Skillshare,True
1633,Building a second brain with Notion - for beginners as well as pros,Krux Matic,3.0,3,325,Beginner,0.22527777777777777,Skillshare,True
1634,Big data analysis with Apache spark - PySpark Python,Ankit Mistry,3.6,5,250,Beginner,2.2680555555555557,Skillshare,True
1635,"Machine Learning -MLP and neural network,autoencoders -Tensor flow and Keras",Indira Programmers,0.0,0,27,Advanced,2.9427777777777777,Skillshare,True
1636,Database Sharding (From Scratch with PostgreSQL),Hussein Nasser,1.0,1,23,Advanced,0.9411111111111111,Skillshare,True
1637,Job-Ready SQL in an Afternoon,Max S,0.0,0,17,Beginner,6.0313888888888885,Skillshare,True
1638,AI Product Management,Duke University,5.0,6.0,1500,Beginner,48.0,Coursera,False
1639,Foundations of Data Science: K-Means Clustering in Python,University of London,4.7,355.0,23000,Beginner,29.0,Coursera,False
1640,Анализ данных,Novosibirsk State University,4.7,176.0,13000,Intermediate,80.0,Coursera,False
1641,Cleaning and Exploring Big Data using PySpark,Coursera Project Network,4.3,40.0,2600,Intermediate,,Coursera,False
1642,Support Vector Machines with scikit-learn,Coursera Project Network,4.3,301.0,7500,Beginner,,Coursera,False
1643,Julia for Beginners in Data Science,Coursera Project Network,4.5,36.0,,Beginner,,Coursera,False
1644,The Math of Data Science: Linear Algebra,RICEx,,,,Intermediate,32.0,edX,True
1645,Manual Prático do Deep Learning - Redes Neurais Profundas,Arnaldo Gualberto,4.9,234.0,1160,Mixed,13.5,Udemy,False
1646,데이터 엔지니어링 및 분석 시각화 마스터 클래스 (심화 강의),ITGO 아이티고,5.0,2.0,22,Advanced,106.0,Udemy,False
1647,Базовый Python,Центр digital-профессий ITtensive,4.0,1.0,21,Beginner,5.0,Udemy,False
1648,"AIへまっしぐら！Pythonアニマルズ : Go Ahead to AI, Python Animals!",松浦 健一郎,4.0,8.0,206,Mixed,5.0,Udemy,False
1649,Machine Learning vom Anfänger zum ML Engineer,"Robin Egolf, Teachhood",4.5,25.0,169,Mixed,16.5,Udemy,False
1650,Big Data Programming Languages & Big Data Vs Data Science,Lalitha Audikesavan,3.0,1.0,7,Beginner,0.6,Udemy,False
1651,Python: Build Machine Learning Models in Hours,Packt Publishing,3.7,13.0,96,Beginner,5.5,Udemy,False
1652,Artificial Intelligence Bootcamp in R Programming,Minerva Singh,3.6,53.0,631,Intermediate,10.0,Udemy,False
1653,Looker and LookML - The Complete Course for Beginners,George Smarts,4.3,104.0,542,Beginner,3.5,Udemy,False
1654,Computer Vision: YOLO Custom Object Detection with Colab GPU,Abhilash Nelson,4.4,137.0,3104,Mixed,4.0,Udemy,False
1655,Practical Data Science: Reducing High Dimensional Data in R,Manuel Amunategui,4.4,143.0,1787,Mixed,2.5,Udemy,False
1656,Practical AI with Python and Reinforcement Learning,Jose Portilla,4.7,259.0,3834,Advanced,26.5,Udemy,False
1657,Complete iOS Machine Learning Masterclass,Yohann Taieb,4.4,287.0,16688,Beginner,7.5,Udemy,False
1658,Monitor Couchbase Clusters,,,,,Advanced,2.3,Pluralsight,False
1659,Data Science and Visualization For Complete Beginners - Part,Lee Falin,3.0,3,2,Beginner,1.1022222222222222,Skillshare,True
1660,Ultimate SEO Copywriting Tips That Works in & Beyond,Xite's Tech,3.5,19,284,Intermediate,0.6005555555555555,Skillshare,True
1661,Google Earth Pro Fundamentals and Advanced Features Course,Micah ,0.0,0,102,Beginner,0.7866666666666666,Skillshare,True
1662,Class (Objective Domain .) : - Exam - Techniques for MOS Core Excel Certification,David Murphy,0.0,0,11,Mixed,0.4241666666666667,Skillshare,True
1663,QGIS . - Raster Analysis,Mike Miller,3.0,1,39,Intermediate,0.6322222222222222,Skillshare,True
1664,Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",4.8,425.0,46000,Intermediate,30.0,Coursera,False
1665,Machine Translation,Karlsruhe Institute of Technology,4.5,55.0,5600,Intermediate,27.0,Coursera,False
1666,Practical Machine Learning on,H2O,4.5,71.0,7400,Intermediate,24.0,Coursera,False
1667,How to analyze a microbiome,KULeuvenX,,,,Intermediate,28.0,edX,True
1668,Análise de Sentimentos do Twitter com ML e DL na prática,Dinarth Souto Júnior,5.0,1.0,6,Mixed,8.5,Udemy,False
1669,Estructuras de datos: listas dinámicas y punteros con Java,Jose Ciccio,5.0,5.0,13,Intermediate,3.0,Udemy,False
1670,Python数据科学必备工具包,唐宇迪 唐,4.4,17.0,147,Intermediate,13.0,Udemy,False
1671,Iniciación a Computer Vision con Machine/Deep Learning en R,David Manero,4.0,99.0,749,Beginner,18.0,Udemy,False
1672,Raspberry Pi とTensorFlow ではじめるAI・IoTアプリ開発入門,井上 博樹 (Hiroki Inoue),4.2,340.0,2144,Mixed,1.5,Udemy,False
1673,A-Z™ | R Programlama ile Veri Bilimi,Onur Boyar,4.6,428.0,7521,Mixed,14.5,Udemy,False
1674,Deep Learning for NLP - Part,Manish Gupta,0.0,0.0,18,Intermediate,2.5,Udemy,False
1675,LEARNING PATH: TensorFlow: Complete Solutions to TensorFlow,Packt Publishing,3.8,3.0,74,Intermediate,5.0,Udemy,False
1676,Learning Path: R: Real-World Data Mining With R,Packt Publishing,3.2,7.0,127,Beginner,7.0,Udemy,False
1677,"Python: Machine Learning, Deep Learning, Pandas, Matplotlib",Oak Academy,4.5,34.0,4670,Mixed,18.0,Udemy,False
1678,"R for Data Analysis, Statistics and Data Science",Syed Mohiuddin,4.4,59.0,2391,Beginner,8.0,Udemy,False
1679,Data Science and Machine Learning Masterclass with R,Up Degree,4.5,258.0,9421,Mixed,15.0,Udemy,False
1680,Building Your First Data Analysis Workflow with MATLAB,,,,,Beginner,1.7,Pluralsight,False
1681,Data Science and Machine Learning with Python Masterclass,Juan E. Galvan,0.0,0,58,Mixed,21.309444444444445,Skillshare,True
1682,مبادئ الإحصاء لعلم البيانات | Statistics for Data Science,Mustafa Othman,0.0,0,11,Beginner,1.9236111111111112,Skillshare,True
1683,C# For Beginners,Jedidiah Wagner,3.6,49,1198,Beginner,6.895555555555555,Skillshare,True
1684,"Introduction to ArtificiaI Intelligence, Machine Learning and Python",Timur Kazantsev,4.0,9,253,Mixed,2.628888888888889,Skillshare,True
1685,Maths for All: Learn Maths Quickly and Easily,Lee Angus,3.0,3,194,Mixed,4.3438888888888885,Skillshare,True
1686,Make an Arduino Uno FM radio | Great summer project | Arduino with,Anirban Ghatak,3.0,2,92,Beginner,0.8652777777777778,Skillshare,True
1687,Python : Beginners Guide to Python Programming,PyMinds Programmer,0.0,0,44,Beginner,9.894722222222223,Skillshare,True
1688,Apache Spark using Python - Beginners Masterclass,Twisted Careers,3.5,6,43,Beginner,8.218333333333334,Skillshare,True
1689,Machine Learning Regression Profits - Top REGRESSION Models You Must Know in,Python Profits,0.0,0,32,Mixed,6.192222222222222,Skillshare,True
1690,Learning R Through an Example,Partha Majumdar,0.0,0,29,Beginner,1.5908333333333333,Skillshare,True
1691,Regular Expressions Using Python,Khaled Al-Utaibi,0.0,0,6,Beginner,0.9955555555555555,Skillshare,True
1692,Microsoft Future Ready: Introduction to Data Science,"CloudSwyft Global Systems, Inc.",,,,Mixed,10.0,FutureLearn,True
1693,Basic Statistics,University of Amsterdam,4.6,3944.0,240000,Beginner,,Coursera,False
1694,Build a Data Science Web App with Streamlit and Python,Coursera Project Network,4.6,612.0,14000,Intermediate,,Coursera,False
1695,Базы данных (Databases),Saint Petersburg State University,4.0,225.0,22000,Mixed,,Coursera,False
1696,Hand Gesture Recognition using Tensorflow and Keras,Coursera Project Network,4.6,9.0,,Beginner,,Coursera,False
1697,Data Science: Productivity Tools,HarvardX,,,80910,Beginner,32.0,edX,True
1698,Getting Started with Data Analytics on AWS,AWS,,,,Beginner,4.0,edX,True
1699,【글로벌 Best강의】 AI 만들기: 만에 인공지능 초보자에서 전문가로! (한글자막),Hadelin de Ponteves,5.0,9.0,27,Mixed,16.5,Udemy,False
1700,深度学习框架-PyTorch实战系列,唐宇迪 唐,4.4,49.0,296,Advanced,17.5,Udemy,False
1701,Statistik & Mathematik für Data Science & Data Analytics,Nikolai Schuler,4.6,163.0,1519,Beginner,12.5,Udemy,False
1702,Fundamentals of Convolutional Neural Network (CNN),Evergreen Technologies,3.3,8.0,25,Beginner,3.0,Udemy,False
1703,Looker for Beginners,Colin Matthews,4.5,9.0,32,Beginner,1.0,Udemy,False
1704,Heart Attack and Diabetes Prediction Project in Apache Spark,Bigdata Engineer,3.8,17.0,105,Beginner,3.0,Udemy,False
1705,Extreme MySQL Course From beginners to Master,Taichi Takahashi,4.2,32.0,19780,Beginner,10.0,Udemy,False
1706,Introduction to Generative Adversarial Networks with PyTorch,Mustafa Qamaruddin,4.5,80.0,637,Intermediate,6.0,Udemy,False
1707,Data Science Masterclass With R Case Studies + Projects,Up Degree,4.1,492.0,6721,Mixed,32.0,Udemy,False
1708,Databricks Fundamentals & Apache Spark Core,Wadson Guimatsa,4.6,716.0,13178,Beginner,12.0,Udemy,False
1709,Command Line Interface / Linux Terminal for Absolute Beginners,Muhammad Ali Yasin,3.0,13,286,Beginner,0.9036111111111111,Skillshare,True
1710,Reinforcement Learning # : Introduction to Reinforcement Learning | Artificial Intelligence,Abhishek Kumar,3.5,6,58,Beginner,0.9172222222222223,Skillshare,True
1711,Dynamic Arrays in Excel (Office version),MS Excel Skills,3.0,2,22,Intermediate,0.28194444444444444,Skillshare,True
1712,The Simplest Guide to Advanced SAS Programming *Macros*SQL*,Aslam Khan,3.0,5,13,Intermediate,3.8755555555555556,Skillshare,True
1713,Ubuntu Linux Processes,Mustafa Mahmoud,0.0,0,4,Mixed,0.8161111111111111,Skillshare,True
